name,link,profile_photo,department,descipline
Louis Maréchal,https://www.researchgate.netprofile/Louis-Marechal,https://i1.rgstatic.net/ii/profile.image/683026799415299-1539857687893_Q64/Louis-Marechal.jpg,EM Normandie Business School,[]
Etienne Chevallier,https://www.researchgate.netprofile/Etienne-Chevallier,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Paul Menanteau,https://www.researchgate.netprofile/Paul-Menanteau,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Raphaël Masselles,https://www.researchgate.netprofile/Raphael-Masselles-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Strategic Management', 'Management', 'Business']"
Thibault Bignon,https://www.researchgate.netprofile/Thibault-Bignon,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Léa Mele,https://www.researchgate.netprofile/Lea_Mele,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Thomas Fries,https://www.researchgate.netprofile/Thomas_Fries4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Marie de Lambertye,https://www.researchgate.netprofile/Marie_Lambertye,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Paul Kersimon,https://www.researchgate.netprofile/Paul_Kersimon,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Milan Courtin,https://www.researchgate.netprofile/Milan_Courtin,https://i1.rgstatic.net/ii/profile.image/695678783201280-1542874155812_Q64/Milan_Courtin.jpg,EM Normandie Business School,"['Finance', 'Financial Management']"
Julie Baraige,https://www.researchgate.netprofile/Julie_Baraige,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Purchasing']
Lorenzo Foucher,https://www.researchgate.netprofile/Lorenzo-Foucher,https://i1.rgstatic.net/ii/profile.image/698317084315653-1543503175651_Q64/Lorenzo-Foucher.jpg,EM Normandie Business School,"['Marketing Management', 'Strategic Management', 'Management']"
Penelope Gavignet,https://www.researchgate.netprofile/Penelope-Gavignet,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Strategic Marketing', 'Branding']"
Xop Jj,https://www.researchgate.netprofile/Xop-Jj-2,https://i1.rgstatic.net/ii/profile.image/699737414070273-1543841808575_Q64/Xop-Jj-2.jpg,Department of Information Systems,['Information Management']
Supawadee Pinkhao,https://www.researchgate.netprofile/Supawadee-Pinkhao-2,https://i1.rgstatic.net/ii/profile.image/701292523552771-1544212575542_Q64/Supawadee-Pinkhao-2.jpg,EM Normandie Business School,"['Leadership', 'Human Resource Management']"
Mengyu Du,https://www.researchgate.netprofile/Mengyu-Du-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Samuel Bernold,https://www.researchgate.netprofile/Samuel-Bernold,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Pierre Delaporte,https://www.researchgate.netprofile/Pierre-Delaporte-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Théo Goutaudier,https://www.researchgate.netprofile/Theo-Goutaudier,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Management', 'Business Development', 'Innovation']"
Baptiste Galisson,https://www.researchgate.netprofile/Baptiste-Galisson,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Diane Do Vale,https://www.researchgate.netprofile/Diane-Do-Vale,https://i1.rgstatic.net/ii/profile.image/717561196986370-1548091329789_Q64/Diane-Do-Vale.jpg,EM Normandie Business School,"['Management', 'Business', 'Strategic Management']"
Cecile Dang,https://www.researchgate.netprofile/Cecile-Dang-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Communication,[]
Emelyne Bravo,https://www.researchgate.netprofile/Emelyne-Bravo,https://i1.rgstatic.net/ii/profile.image/722684291850241-1549312770296_Q64/Emelyne-Bravo.jpg,EM Normandie Business School,[]
Marcus Markos,https://www.researchgate.netprofile/Marcus-Markos,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Nicolas Faraji,https://www.researchgate.netprofile/Nicolas-Faraji,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Management', 'Strategic Management', 'Business']"
Christian Massoso,https://www.researchgate.netprofile/Christian-Massoso,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Management', 'Strategic Management', 'Marketing Management']"
Jin Li,https://www.researchgate.netprofile/Jin-Li-92,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['SCM', 'Inventory Management', 'Operations Management']"
Hadrien Storaci,https://www.researchgate.netprofile/Hadrien-Storaci,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Béatrice Ponnelle,https://www.researchgate.netprofile/Beatrice-Ponnelle,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Human Resource Management', 'Leadership', 'Human Resource Development']"
Alexandre Grobon,https://www.researchgate.netprofile/Alexandre-Grobon,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Aurélien Vielpeau,https://www.researchgate.netprofile/Aurelien-Vielpeau,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Edward Mitchell,https://www.researchgate.netprofile/Edward_Mitchell6,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Communication,[]
Orlane Jadeau,https://www.researchgate.netprofile/Orlane-Jadeau,https://i1.rgstatic.net/ii/profile.image/761692438949893-1558613037851_Q64/Orlane-Jadeau.jpg,EM Normandie Business School,"['General Economics', 'Microfinance', 'Management']"
Perceval Joly,https://www.researchgate.netprofile/Perceval-Joly,https://i1.rgstatic.net/ii/profile.image/762105787609090-1558711587174_Q64/Perceval-Joly.jpg,EM Normandie Business School,['Management Accounting']
Valentin Michel,https://www.researchgate.netprofile/Valentin-Michel,https://i1.rgstatic.net/ii/profile.image/764229430812675-1559217903414_Q64/Valentin-Michel.jpg,EM Normandie Business School,"['Marketing Management', 'Business Development']"
François Carro,https://www.researchgate.netprofile/Francois_Carro,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Business', 'Management', 'Business Development']"
Arnaud Guyon,https://www.researchgate.netprofile/Arnaud-Guyon-3,https://i1.rgstatic.net/ii/profile.image/768921657430018-1560336617840_Q64/Arnaud-Guyon-3.jpg,Department of Information Systems,[]
Aurore Galleri,https://www.researchgate.netprofile/Aurore-Galleri,https://i1.rgstatic.net/ii/profile.image/772600640860161-1561213755723_Q64/Aurore-Galleri.jpg,EM Normandie Business School,"['Entrepreneurship', 'Innovation', 'Strategic Management']"
Olivier Lamirault,https://www.researchgate.netprofile/Olivier-Lamirault,https://i1.rgstatic.net/ii/profile.image/773644687003659-1561462675949_Q64/Olivier-Lamirault.jpg,Department of Information Systems,"['Pedagogy and Education', 'Learning', 'E-Learning']"
Felix Fouilhé,https://www.researchgate.netprofile/Felix-Fouilhe,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Business', 'Management', 'Financial Analysis']"
Maxime Berger,https://www.researchgate.netprofile/Maxime_Berger,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Daria Musikhina,https://www.researchgate.netprofile/Daria_Musikhina2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Law and Legal Studies', 'Legal Theory', 'Legal Cases']"
Flavien Gilliocq,https://www.researchgate.netprofile/Flavien-Gilliocq,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Florian Favreau,https://www.researchgate.netprofile/Florian_Favreau,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Pratha Shetty,https://www.researchgate.netprofile/Pratha-Shetty-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Culture', 'Cultural Studies', 'Social and Cultural Anthropology']"
Floriane Huet,https://www.researchgate.netprofile/Floriane_Huet,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Augustin Monnier,https://www.researchgate.netprofile/Augustin-Monnier,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Public Management', 'Public Policy Analysis', 'Local Governance']"
Anthony Bodin,https://www.researchgate.netprofile/Anthony_Bodin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Ivy Wu,https://www.researchgate.netprofile/Ivy-Wu-9,https://i1.rgstatic.net/ii/profile.image/822730026938369-1573165532792_Q64/Ivy-Wu-9.jpg,EM Normandie Business School,"['Management', 'Strategic Management', 'Leadership']"
Léna Fontenelle,https://www.researchgate.netprofile/Lena_Fontenelle,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Logistics', 'Operations Management', 'SCM']"
Santamaria Gabin,https://www.researchgate.netprofile/Santamaria-Gabin,https://i1.rgstatic.net/ii/profile.image/828743723536384-1574599309204_Q64/Santamaria-Gabin.jpg,,[]
Pauline Billerot,https://www.researchgate.netprofile/Pauline-Billerot,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Information Systems,"['Pervasive Computing', 'Human Machine Interaction', 'Ambient Intelligence']"
Emna Mezghani,https://www.researchgate.netprofile/Emna_Mezghani2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Business,[]
Claire Mahot,https://www.researchgate.netprofile/Claire-Mahot,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Academic Writing', 'Qualitative Analysis', 'Research Methodology']"
Julien Auger,https://www.researchgate.netprofile/Julien_Auger,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Anjali Saisan,https://www.researchgate.netprofile/Anjali-Saisan,https://i1.rgstatic.net/ii/profile.image/832630744416256-1575526047589_Q64/Anjali-Saisan.jpg,EM Normandie Business School,"['Management', 'Environmental Impact Assessment']"
Eva delcroix,https://www.researchgate.netprofile/Eva_Delcroix,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['SCM', 'Production/Operations Management']"
Anas Boutchich,https://www.researchgate.netprofile/Anas_Boutchich,https://i1.rgstatic.net/ii/profile.image/833858140401665-1575818681313_Q64/Anas_Boutchich.jpg,EM Normandie Business School,"['Marketing Management', 'Strategic Marketing', 'Innovation']"
Jing Chen,https://www.researchgate.netprofile/Jing_Chen182,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Cécile Le Kervern,https://www.researchgate.netprofile/Cecile_Le_Kervern,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Pierre Vidament,https://www.researchgate.netprofile/Pierre-Vidament,https://i1.rgstatic.net/ii/profile.image/834598762213380-1575995259968_Q64/Pierre-Vidament.jpg,EM Normandie Business School,['Food Quality']
Alexandre Pataud,https://www.researchgate.netprofile/Alexandre_Pataud,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Chanaoui Yamin,https://www.researchgate.netprofile/Chanaoui-Yamin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Rouxel Quentin,https://www.researchgate.netprofile/Rouxel_Quentin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Caroline Wittier,https://www.researchgate.netprofile/Caroline_Wittier,https://i1.rgstatic.net/ii/profile.image/840687096434690-1577446831634_Q64/Caroline_Wittier.jpg,EM Normandie Business School,"['Management', 'Human Resource Management', 'Business']"
Adel Bouachra,https://www.researchgate.netprofile/Adel_Bouachra,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Thomas Berthelot,https://www.researchgate.netprofile/Thomas_Berthelot,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Machine Learning', 'Pattern Recognition']"
Marie Nathalie Kraffmuller,https://www.researchgate.netprofile/Marie_Kraffmuller2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Management', 'Business']"
Pauline Wazé,https://www.researchgate.netprofile/Pauline_Waze,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Blandine Jaffelin,https://www.researchgate.netprofile/Blandine_Jaffelin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Finance', 'Financial Analysis', 'Corporate Finance']"
Kossi Tossa,https://www.researchgate.netprofile/Kossi_Tossa,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Information Systems,[]
Thommet Fabrice,https://www.researchgate.netprofile/Thommet_Fabrice,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,"['Finance', 'Financial Analysis', 'Corporate Finance']"
Shanshan Chen,https://www.researchgate.netprofile/Shanshan_Chen36,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Business', 'Management']"
Andreea Maria Bora,https://www.researchgate.netprofile/Andreea-Maria-Bora,https://i1.rgstatic.net/ii/profile.image/849469021118465-1579540605315_Q64/Andreea-Maria-Bora.jpg,EM Normandie Business School,"['Management', 'Strategic Management', 'Leadership']"
Eesha Ravindran,https://www.researchgate.netprofile/Eesha-Ravindran,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Business,"['Management', 'Business Development', 'Strategic Planning']"
Julie Villain,https://www.researchgate.netprofile/Julie-Villain-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,HR & Organisation,[]
Ikenna Kevin Chidiegwu,https://www.researchgate.netprofile/Ikenna-Chidiegwu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Mathilde Hus,https://www.researchgate.netprofile/Mathilde_Hus,https://i1.rgstatic.net/ii/profile.image/852003316051968-1580144828089_Q64/Mathilde_Hus.jpg,digital strategy,"['Network Security', 'IT Security']"
Victor Mas,https://www.researchgate.netprofile/Victor-Mas,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Mélina Rochas,https://www.researchgate.netprofile/Melina_Rochas,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Health Care Management', 'Health Management', 'Public Health Education']"
Louis Lemaréchal,https://www.researchgate.netprofile/Louis_Lemarechal,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Cécile Maes,https://www.researchgate.netprofile/Cecile-Maes,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Seethamsetty Sarweswara Rao,https://www.researchgate.netprofile/Seethamsetty-Sarweswara-Rao,https://i1.rgstatic.net/ii/profile.image/853055352369152-1580395653047_Q64/Seethamsetty-Sarweswara-Rao.jpg,interational logistics and port management,"['Shipping', 'Transportation', 'Logistics']"
Océane Barbier,https://www.researchgate.netprofile/Oceane-Barbier,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Paul Lecoq,https://www.researchgate.netprofile/Paul-Lecoq-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Mielm Mlei,https://www.researchgate.netprofile/Mielm_Mlei,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Margaux Jousse,https://www.researchgate.netprofile/Margaux_Jousse,https://i1.rgstatic.net/ii/profile.image/854412650110977-1580719258501_Q64/Margaux_Jousse.jpg,EM Normandie Business School,"['Business', 'Strategic Management', 'International Business']"
Hugo Le Lann,https://www.researchgate.netprofile/Hugo-Le-Lann,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Seyda Atalay,https://www.researchgate.netprofile/Seyda-Atalay,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Alexandre Grandpierre,https://www.researchgate.netprofile/Alexandre_Grandpierre,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,"Economy, Territories and Sustainable Development",[]
Hugues Thomas,https://www.researchgate.netprofile/Hugues-Thomas-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,"['Technology & Innovation', 'Innovation Studies']"
Renaud Junger,https://www.researchgate.netprofile/Renaud-Junger,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Human Resource Management']
Quentin Covin,https://www.researchgate.netprofile/Quentin_Covin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Nada Zidouh,https://www.researchgate.netprofile/Nada_Zidouh,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Louis Andrieux,https://www.researchgate.netprofile/Louis_Andrieux,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Ayana Iskakova,https://www.researchgate.netprofile/Ayana_Iskakova,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,"['International Politics', 'International Development', 'Peace & Conflict Studies']"
Edward Nijdam,https://www.researchgate.netprofile/Edward_Nijdam,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Management', 'Strategic Management', 'Leadership']"
Mélanie Bougrer,https://www.researchgate.netprofile/Melanie_Bougrer,https://i1.rgstatic.net/ii/profile.image/863929303572481-1582988205064_Q64/Melanie_Bougrer.jpg,Marketing,['Strategic Management']
Lucie Lemberg,https://www.researchgate.netprofile/Lucie_Lemberg,https://i1.rgstatic.net/ii/profile.image/863963680104450-1582996401372_Q64/Lucie_Lemberg.jpg,Marketing,"['Management', 'Business', 'Strategic Marketing']"
Aniko Kiss,https://www.researchgate.netprofile/Aniko-Kiss,https://i1.rgstatic.net/ii/profile.image/865395758096385-1583337835276_Q64/Aniko-Kiss.jpg,EM Normandie Business School,[]
Stretea Dragos,https://www.researchgate.netprofile/Stretea-Dragos,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Adelina Suciu,https://www.researchgate.netprofile/Adelina_Suciu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Financial Analysis', 'Corporate Finance', 'Finance']"
Grégoire Boutry,https://www.researchgate.netprofile/Gregoire-Boutry,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Strategic Marketing', 'Branding', 'Customer Satisfaction']"
Colinne Fulconis,https://www.researchgate.netprofile/Colinne-Fulconis,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,calvados,[]
Vivier Romane,https://www.researchgate.netprofile/Vivier_Romane,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Sébastien Cramesnil,https://www.researchgate.netprofile/Sebastien_Cramesnil,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Gawen Leplumey,https://www.researchgate.netprofile/Gawen_Leplumey,https://i1.rgstatic.net/ii/profile.image/874023651123207-1585394885941_Q64/Gawen_Leplumey.jpg,EM Normandie Business School,"['Motivational Psychology', 'Group Dynamics', 'Social Influence']"
Yasmine Jeanty,https://www.researchgate.netprofile/Yasmine_Jeanty,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Supply Chain Management & Decision Sciences,[]
Souhaila Qodaid,https://www.researchgate.netprofile/Souhaila-Qodaid,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Marketing Management', 'Branding', 'Brand Management']"
Henriette Hestsveen,https://www.researchgate.netprofile/Henriette_Hestsveen,https://i1.rgstatic.net/ii/profile.image/878429889122304-1586445414032_Q64/Henriette_Hestsveen.jpg,EM Normandie Business School,"['Entrepreneurship', 'Management', 'Business']"
Lucie Burel,https://www.researchgate.netprofile/Lucie-Burel,https://i1.rgstatic.net/ii/profile.image/880234102542343-1586875572951_Q64/Lucie-Burel.jpg,EM Normandie Business School,['Machine Learning']
Marie Hauchecorne,https://www.researchgate.netprofile/Marie_Hauchecorne,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Clément Gilles,https://www.researchgate.netprofile/Clement_Gilles3,https://i1.rgstatic.net/ii/profile.image/880888418140164-1587031573591_Q64/Clement_Gilles3.jpg,Strategy & Entrepreneurship,"['Entrepreneurship', 'Management', 'Business']"
Hemanth Kumar,https://www.researchgate.netprofile/Hemanth_Kumar54,https://i1.rgstatic.net/ii/profile.image/881986054942726-1587293270967_Q64/Hemanth_Kumar54.jpg,EM Normandie Business School,"['Logistics', 'SCM', 'Inventory Management']"
Marciaux Nicolas,https://www.researchgate.netprofile/Marciaux_Nicolas,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Tess Denis,https://www.researchgate.netprofile/Tess-Denis,https://i1.rgstatic.net/ii/profile.image/884858557571076-1587978128715_Q64/Tess-Denis.jpg,EM Normandie Business School,['Marketing Management']
Romain Carré,https://www.researchgate.netprofile/Romain-Carre,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Marie Dirand,https://www.researchgate.netprofile/Marie_Dirand,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Business']
Nathan Howe,https://www.researchgate.netprofile/Nathan_Howe2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Emma Jovanovic,https://www.researchgate.netprofile/Emma_Jovanovic2,https://i1.rgstatic.net/ii/profile.image/889934193913856-1589188254003_Q64/Emma_Jovanovic2.jpg,Marketing,"['Strategic Marketing', 'Branding', 'Brand Management']"
Antoine Bastide,https://www.researchgate.netprofile/Antoine_Bastide,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Ouissal Aaouani,https://www.researchgate.netprofile/Ouissal_Aaouani,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Nicolas Le Bris,https://www.researchgate.netprofile/Nicolas_Le_Bris,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Business']
Simon Rozet,https://www.researchgate.netprofile/Simon_Rozet,https://i1.rgstatic.net/ii/profile.image/895799655415815-1590586689907_Q64/Simon_Rozet.jpg,EM Normandie Business School,"['Marketing Management', 'Logistics', 'International Business']"
Annapoorna Saisri Ogoti,https://www.researchgate.netprofile/Annapoorna_Saisri_Ogoti,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Supply Chain Management & Decision Sciences,"['Environment', 'Teaching and Learning', 'Sustainability']"
Clément Lecluze,https://www.researchgate.netprofile/Clement_Lecluze,https://i1.rgstatic.net/ii/profile.image/898681620422666-1591273803627_Q64/Clement_Lecluze.jpg,Department of Finance,['Entrepreneurship']
Raketa Traore,https://www.researchgate.netprofile/Raketa_Traore,https://i1.rgstatic.net/ii/profile.image/900465659215872-1591699151307_Q64/Raketa_Traore.jpg,Supply Chain Management & Decision Sciences,['Marketing Management']
Alexandre Poulain,https://www.researchgate.netprofile/Alexandre_Poulain3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,"['Corporate Finance', 'Investment', 'Banking and Finance']"
Pauline Bogos,https://www.researchgate.netprofile/Pauline_Bogos,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Nicolas Montier,https://www.researchgate.netprofile/Nicolas_Montier,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Aylin Okur,https://www.researchgate.netprofile/Aylin_Okur,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,"['Social Media Marketing', 'Digital Marketing', 'Marketing Management']"
Imane Chatiri,https://www.researchgate.netprofile/Imane_Chatiri,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,"['SCM', 'Logistics', 'Inventory']"
Clement Loinard,https://www.researchgate.netprofile/Clement_Loinard,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Information Systems,"['Information System Management', 'Information Technology', 'Innovation']"
Antoine Amouret,https://www.researchgate.netprofile/Antoine_Amouret,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Ivan Ratsimba,https://www.researchgate.netprofile/Ivan_Ratsimba,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Logistics', 'Agricultural Marketing', 'Ecological and Environmental Phenomena']"
Victor Leveque,https://www.researchgate.netprofile/Victor_Leveque,https://i1.rgstatic.net/ii/profile.image/920380902477824-1596447315107_Q64/Victor_Leveque.jpg,EM Normandie Business School,"['Marketing Management', 'Strategic Marketing', 'Branding']"
Kane Mariame,https://www.researchgate.netprofile/Kane_Mariame,https://i1.rgstatic.net/ii/profile.image/924477168828422-1597423941622_Q64/Kane_Mariame.jpg,EM Normandie Business School,['Communication']
Dsd Dzd,https://www.researchgate.netprofile/Dsd_Dzd,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,le havre,"['Spatial Analysis', 'Environmental Analysis']"
Arthur Dry,https://www.researchgate.netprofile/Arthur-Dry,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Business,[]
