title,link,authors,publication,article_year
Dynamic clustering for auto-organized structures in complex fluid flows,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:ufrVoPGSRksC,"C Bertelle, V Jay, S Lerebourg, D Olivier, P Tranouez","ESS 2002, 14th European Simulation Symposium and Exhibition, 2002",2002
Dimants: a distributed multi-castes ant system for dna sequencing by hybridization,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:eQOLeE2rZwMC,"C Bertelle, A Dutot, F Guinand, D Olivier","NETTAB 2002 workshop on Agents in Bioinformatics within AAMAS 2002, 2002",2002
Emma: A resource oriented framework for service choreography over wireless sensor and actor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:XiVPGOgt02cC,"C Duhart, P Sauvage, C Bertelle","arXiv preprint arXiv:1506.02531, 2015",2015
How to use ants for data stream clustering,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:AXPGKjj_ei8C,"N Masmoudi, H Azzag, M Lebbah, C Bertelle, MB Jemaa","2015 IEEE Congress on Evolutionary Computation (CEC), 656-663, 2015",2015
The behavior of load balancing strategies with regard to the network structure in distributed computing systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:J-pR_7NvFogC,"MA Salman, C Bertelle, E Sanlaville","2014 Tenth International Conference on Signal-Image Technology and Internet …, 2014",2014
Agent-Based Perception of an Environment in an Emergency Situation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:_FxGoFyzp5QC,"F Kebair, F Serin, C Bertelle","arXiv preprint arXiv:0804.0558, 2008",2008
Colored ants for distributed simulations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:LkGwnXOMwfcC,"C Bertelle, A Dutot, F Guinand, D Olivier","International Workshop on Ant Colony Optimization and Swarm Intelligence …, 2004",2004
Dynamic placement using ants for object based simulations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:hqOjcs7Dif8C,"C Bertelle, A Dutot, F Guinand, D Olivier","OTM Confederated International Conferences"" On the Move to Meaningful …, 2003",2003
Wireless sensor network cloud services: Towards a partial delegation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:kzcrU_BdoSEC,"D Clement, C Michel, B Cyrille","2014 International Conference on Smart Communications in Network …, 2014",2014
Detection and reification of emerging dynamical ecosystems from interaction networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:_kc_bZDykSQC,"G Prévost, C Bertelle","Complex Systems and Self-organization Modelling, 139-161, 2009",2009
Genetic algorithms on automata with multiplicities for adaptive agent behaviour in emergent organizations In SCI’2001,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:UebtZRa9Y70C,"C Bertelle, M Flouret, V Jay, D Olivier, JL Ponty","Orlando, Florida, USA, 2001",2001
"Self-organization, resilience and robustness of complex systems through an application to financial market from an agent-based approach",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:yB1At4FlUx8C,"I Lucas, M Cotsaftis, C Bertelle","International Journal of Bifurcation and Chaos 28 (03), 1850044, 2018",2018
Understanding and simulation of human behaviors in areas affected by disasters: from the observation to the conception of a mathematical mode,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:-FonjvnnhkoC,"N Verdière, G Cantin, D Provitolo, V Lanza, E Dubos-Paillard, R Charrier, ...","Global Journal of Human-Social Science: H Interdisciplinary 15 (10-H), 2015",2015
Intelligent tutoring systems founded of incremental dynamic case based reasoning and multi-agent systems (its-idcbr-mas),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:uWQEDVKXjbEC,"A Zouhair, B Amami, H Boukachour, P Person, C Bertelle","2013 International Conference on Advanced Logistics and Transport, 341-346, 2013",2013
Multiagent case-based reasoning and individualized follow-up of learner in remote learning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:ZeXyd9-uunAC,"A Zouhair, B Amami, H Boukachour, P Person, C Bertelle","2011 International Conference on Multimedia Computing and Systems, 1-6, 2011",2011
A methodology for urban and land-use management simulation using spatial self-organization processes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:M05iB0D1s5AC,"R Ghnemat, C Bertelle, GHE Duchamp","Dynamics of Continuous, Discrete and Impulsive Systems-series B 16 (4), 501-513, 2009",2009
Modeling and simulation of pedestrian behaviors in transport areas: The specific case of platform/train exchanges,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:mVmsd5A6BfQC,"J Fiegel, A Banos, C Bertelle","ICCSA 2009, 129-133, 2009",2009
Multilayer agent-based model for decision support system using psychological structure and emotional states,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:0izLItjtcgwC,"J Colloc, C Bertelle","Proceedings of ESM’2004, 325-330, 2004",2004
