title,link,authors,publication,article_year
"The practice perspective, a field under tension",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:u5HHmVD_uO8C,"Y Bazin, ESG Paris","26th EGOS Colloquium, 1-10, 2010",2010
"Aesthetic Objects, Aesthetic Judgments and the Crafting of Organizational Style in Creative Industries",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:NyGDZy8z5eUC,"Y Bazin, M Korica","Journal of Management Inquiry 30 (3), 312-330, 2021",2021
Perturber les enseignements pour mieux motiver les étudiants: de l’étude de cas traditionnelle aux jeux pédagogiques,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:ZzlSgRqYykMC,"DB Bencherqui, G Beau, Y Bazin","@ GRH, 123-147, 2018",2018
Towards a philosophy of organisation sciences: A declaration of the principles of the SPSG,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:WJVC3Jt7v1AC,"E Lamy, Y Bazin, L Magne, B Rappin","Society and Business Review, 2014",2014
"Imperceptible or insensible The aesthetics of gestures, choices and moves at work",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:8k81kl-MbHgC,"E Riot, Y Bazin","Society and Business Review, 2013",2013
"Problèmes et enjeux de l’accueil d’étudiants étrangers sur les campus universitaires: diversité, exclusion, inclusion et cosmopolitanisme",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:wMgC3FpKEyYC,"DB Bencherqui, G Beau, Y Bazin","Revue internationale de psychosociologie et de gestion des comportements …, 2021",2021
Retromania: abandoning innovation for nostalgia marketing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:artPoR2Yc-kC,Y Bazin,"ISTEC. Available on< http://www. gre. ac. uk/__data/assets/pdf_file/0020 …, 2015",2015
Ouverture de perspectives épistémologiques et naissance d'une Société de Philosophie des Sciences de Gestion (SPSG),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:9yKSN-GCB0IC,"Y Bazin, E Lamy","Management Avenir, 265-268, 2011",2011
De l’improvisation individuelle au bet practice organisationnel proposition d’une grille de lecture du transfert de pratiques,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:yqoGN6RLRZoC,"Y Bazin, A Notais","le XXIe congrès de l’AGRH tenu du 17, 2010",2010
"Naissance de l’éthique des affaires en France, trajectoire historique d’une comète théorique",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:uDGL6kOW6j0C,"Y Bazin, E Garbe","Revue internationale de psychosociologie et de gestion des comportements …, 2020",2020
De la République des Lettres à l’évaluation en double aveugle: une archéologie des revues académiques,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:PVgj2kMGcgYC,"Y Bazin, L Magne","Revue internationale de psychosociologie et de gestion des comportements …, 2020",2020
"Arts et organisations: des individus aux structures, la dimension esthétique inséparable du politique",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:sJsF-0ZLhtgC,"P Mairesse, G Schmidt, Y Bazin","Revue internationale de psychosociologie et de gestion des comportements …, 2019",2019
"Les enjeux d'une démocratie organisationnelle: exigences, dérives et conséquences",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:a3BOlSfXSfwC,Y Bazin,"Management & Sciences Sociales, 140-152, 2017",2017
Exploring cosmopolitanism through the perspective of reluctant cosmopolites:“La parole est aux migrants”,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g7lQUh8AAAAJ&pagesize=100&citation_for_view=g7lQUh8AAAAJ:ODE9OILHJdcC,"Y Bazin, V Martin","Society and Business Review, 2016",2016
