title,link,authors,publication,article_year
Entrepreneurial failure: a review and agenda for future research,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:3A3nxV7CjKIC,N Khelil,"The 5th International Workshop Entrepreneurship, Culture, Finance and …, 2016",2016
"Entrepreneurial Orientation, Innovation and Performance in Franchise Networks: A Configurational Approach",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:M_lZXyI38BkC,"N Khelil, C Allix-Desfautaux, AL Le Nadant, F Simon-Lee","HAL Post-Print, 2015",2015
Une approche taxonomique de l'orientation entrepreneuriale des réseaux de franchise,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:m92CDrhVnKEC,"K Nabil, AD Catherine, LN Anne-Laure, SL Fanny","Congrès IAE FRANCE 2015 | IGR-IAE Rennes, 2015",2015
"Orientation entrepreneuriale, innovation et performance des réseaux de franchise : une approche en termes de configurations",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:AZju0d2GQJ0C,"N KHELIL, C ALLIX-DESFAUTAUX, AL LE NADANT, F SIMON LEE","9e Congrès de l’Académie de l’Entrepreneuriat et de l’Innovation, Nantes, 2015",2015
Conditions d’émergence et de diffusion de l’innovation au sein des réseaux de franchise,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:2vr6o8x5NLkC,"C ALLIX - DESFAUTAUX, M CHAUDEY, N KHELIL, AL LE NADANT, ...","Fédération Française de la Franchise, 2014",2014
"Conditions d’émergence et de diffusion de l’innovation dans les réseaux de franchise, rapport pour la Fédération Française de la Franchise",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:xyvS_IvSCKsC,"F Simon, C Allix-Desfautaux, AL Lenadant, F Perdreau, N Khelil, ...","HAL Working Papers, 2014",2014
Exploring the Different Patterns of Entrepreneurial Exit,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:I858iXPj1OkC,"N Khelil, MHM Hammer","ICSB World Conference Proceedings, 1, 2014",2014
Who are the failing entrepreneurs ?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:MXK_kJrjxJIC,N Khelil,"Workshop - Pre Babson College conference - AEI - EM Lyon, 2013",2013
The multiple configurations of  entrepreneurial failure : an empirical study  in Tunisian context,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:8k81kl-MbHgC,N Khelil,"Third International  Workshop  ""Entrepreneurship, Culture,  Finance and …, 2012",2012
Understanding the Failure of New Companies: A Qualitative Multi-dimensional Exploration,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:vnF2_uLGgtgC,"N Khelil, A Smida, M Zouaoui","Revue de lEntrepreneuriat 11 (1), 39-72, 2012",2012
